sample_id,sample_barcode,DNA_barcode,collection_label,analysis,project,site_code,site_name,distance,collection_date,collection_time,sample_type,habitat,host,trophic,site_type,metadata,lat,long,lat.long,processing,notes,rainfall,elevation,shore_dist,shore_dist_Range
WMEA_01998_No_1,01998,1999,SoilDeep,MS,SuperTransect,1,STAboveFalls1,0m,20190619,9:58,SoilDeep,Terrestrial,Nonhost,Environmental,Transect,,21.63032801,-158.042535,21.63032801|-158.042535,Ship to Dorrestein lab,,1495.045044,53.65145874,2455.405499,0to3km
WMEA_02000_No_1,02000,2001,Water,MS,SuperTransect,1,STAboveFalls1,0m,20190619,9:58,WaterNonSaline,Riverine,Nonhost,Environmental,Transect,,21.63032801,-158.042535,21.63032801|-158.042535,Ship to Dorrestein lab,,1495.045044,53.65145874,2455.405499,0to3km
WMEA_02002_No_1,02002,2003,Sediment,MS,SuperTransect,1,STAboveFalls1,0m,20190619,9:58,Sediment,Riverine,Nonhost,Environmental,Transect,,21.63032801,-158.042535,21.63032801|-158.042535,Ship to Dorrestein lab,,1495.045044,53.65145874,2455.405499,0to3km
WMEA_02004_No_2,02004,2005,SoilShallow,MS,SuperTransect,2,STAboveFalls2,100m,20190619,10:33,SoilShallow,Terrestrial,Nonhost,Environmental,Transect,,21.62954497,-158.041995,21.62954497|-158.041995,Ship to Dorrestein lab,,1500.349976,57.27317429,2545.698368,0to3km
WMEA_02006_No_2,02006,2007,SoilDeep,MS,SuperTransect,2,STAboveFalls2,100m,20190619,10:33,SoilDeep,Terrestrial,Nonhost,Environmental,Transect,,21.62954497,-158.041995,21.62954497|-158.041995,Ship to Dorrestein lab,,1500.349976,57.27317429,2545.698368,0to3km
WMEA_02008_No_2,02008,2009,Water,MS,SuperTransect,2,STAboveFalls2,100m,20190619,10:33,WaterNonSaline,Riverine,Nonhost,Environmental,Transect,,21.62954497,-158.041995,21.62954497|-158.041995,Ship to Dorrestein lab,,1500.349976,57.27317429,2545.698368,0to3km
WMEA_02010_No_2,02010,2011,Sediment,MS,SuperTransect,2,STAboveFalls2,100m,20190619,10:33,Sediment,Riverine,Nonhost,Environmental,Transect,,21.62954497,-158.041995,21.62954497|-158.041995,Ship to Dorrestein lab,,1500.349976,57.27317429,2545.698368,0to3km
WMEA_02012_No_3,02012,2013,SoilShallow,MS,SuperTransect,3,STAboveFalls3,200m,20190619,10:51,SoilShallow,Terrestrial,Nonhost,Environmental,Transect,,21.629377,-158.04093,21.629377|-158.04093,Ship to Dorrestein lab,,1500.349976,59.86236954,2651.516795,0to3km
WMEA_02014_No_3,02014,2015,SoilDeep,MS,SuperTransect,3,STAboveFalls3,200m,20190619,10:51,SoilDeep,Terrestrial,Nonhost,Environmental,Transect,,21.629377,-158.04093,21.629377|-158.04093,Ship to Dorrestein lab,,1500.349976,59.86236954,2651.516795,0to3km
WMEA_02016_No_3,02016,2017,Water,MS,SuperTransect,3,STAboveFalls3,200m,20190619,10:51,WaterNonSaline,Riverine,Nonhost,Environmental,Transect,,21.629377,-158.04093,21.629377|-158.04093,Ship to Dorrestein lab,,1500.349976,59.86236954,2651.516795,0to3km
WMEA_02018_No_3,02018,2019,Sediment,MS,SuperTransect,3,STAboveFalls3,200m,20190619,10:51,Sediment,Riverine,Nonhost,Environmental,Transect,,21.629377,-158.04093,21.629377|-158.04093,Ship to Dorrestein lab,,1500.349976,59.86236954,2651.516795,0to3km
WMEA_02020_No_4,02020,2021,SoilShallow,MS,SuperTransect,4,STAboveFalls4,300m,20190619,11:10,SoilShallow,Terrestrial,Nonhost,Environmental,Transect,,21.63011402,-158.040342,21.63011402|-158.040342,Ship to Dorrestein lab,,1527.713989,68.07258606,2668.798496,0to3km
WMEA_02022_No_4,02022,2023,SoilDeep,MS,SuperTransect,4,STAboveFalls4,300m,20190619,11:10,SoilDeep,Terrestrial,Nonhost,Environmental,Transect,,21.63011402,-158.040342,21.63011402|-158.040342,Ship to Dorrestein lab,,1527.713989,68.07258606,2668.798496,0to3km
WMEA_02024_No_4,02024,2025,Water,MS,SuperTransect,4,STAboveFalls4,300m,20190619,11:10,WaterNonSaline,Riverine,Nonhost,Environmental,Transect,,21.63011402,-158.040342,21.63011402|-158.040342,Ship to Dorrestein lab,,1527.713989,68.07258606,2668.798496,0to3km
WMEA_02026_No_4,02026,2027,Sediment,MS,SuperTransect,4,STAboveFalls4,300m,20190619,11:10,Sediment,Riverine,Nonhost,Environmental,Transect,,21.63011402,-158.040342,21.63011402|-158.040342,Ship to Dorrestein lab,,1527.713989,68.07258606,2668.798496,0to3km
WMEA_02028_No_5,02028,2029,SoilShallow,MS,SuperTransect,5,STAboveFalls5,400m,20190619,11:31,SoilShallow,Terrestrial,Nonhost,Environmental,Transect,,21.63076999,-158.039635,21.63076999|-158.039635,Ship to Dorrestein lab,,1527.713989,66.13102722,2704.71678,0to3km
WMEA_02030_No_5,02030,2031,SoilDeep,MS,SuperTransect,5,STAboveFalls5,400m,20190619,11:31,SoilDeep,Terrestrial,Nonhost,Environmental,Transect,,21.63076999,-158.039635,21.63076999|-158.039635,Ship to Dorrestein lab,,1527.713989,66.13102722,2704.71678,0to3km
WMEA_02032_No_5,02032,2033,Water,MS,SuperTransect,5,STAboveFalls5,400m,20190619,11:31,WaterNonSaline,Riverine,Nonhost,Environmental,Transect,,21.63076999,-158.039635,21.63076999|-158.039635,Ship to Dorrestein lab,,1527.713989,66.13102722,2704.71678,0to3km
WMEA_02034_No_5,02034,2035,Sediment,MS,SuperTransect,5,STAboveFalls5,400m,20190619,11:31,Sediment,Riverine,Nonhost,Environmental,Transect,,21.63076999,-158.039635,21.63076999|-158.039635,Ship to Dorrestein lab,,1527.713989,66.13102722,2704.71678,0to3km
WMEA_02036_No_6,02036,2037,SoilShallow,MS,SuperTransect,6,STAboveFalls6,500m,20190619,12:04,SoilShallow,Terrestrial,Nonhost,Environmental,Transect,,21.63110199,-158.03871,21.63110199|-158.03871,Ship to Dorrestein lab,,1527.713989,69.17363739,2778.431039,0to3km
WMEA_02038_No_6,02038,2039,SoilDeep,MS,SuperTransect,6,STAboveFalls6,500m,20190619,12:04,SoilDeep,Terrestrial,Nonhost,Environmental,Transect,,21.63110199,-158.03871,21.63110199|-158.03871,Ship to Dorrestein lab,,1527.713989,69.17363739,2778.431039,0to3km
WMEA_02040_No_6,02040,2041,Water,MS,SuperTransect,6,STAboveFalls6,500m,20190619,12:04,WaterNonSaline,Riverine,Nonhost,Environmental,Transect,,21.63110199,-158.03871,21.63110199|-158.03871,Ship to Dorrestein lab,,1527.713989,69.17363739,2778.431039,0to3km
WMEA_02042_No_6,02042,2043,Sediment,MS,SuperTransect,6,STAboveFalls6,500m,20190619,12:04,Sediment,Riverine,Nonhost,Environmental,Transect,,21.63110199,-158.03871,21.63110199|-158.03871,Ship to Dorrestein lab,,1527.713989,69.17363739,2778.431039,0to3km
WMEA_02044_No_7,02044,2045,SoilShallow,MS,SuperTransect,7,STAboveFalls7,600m,20190619,12:25,SoilShallow,Terrestrial,Nonhost,Environmental,Transect,,21.63038702,-158.038093,21.63038702|-158.038093,Ship to Dorrestein lab,,1560.269043,73.27366638,2868.003317,0to3km
WMEA_02046_No_7,02046,2047,SoilDeep,MS,SuperTransect,7,STAboveFalls7,600m,20190619,12:25,SoilDeep,Terrestrial,Nonhost,Environmental,Transect,,21.63038702,-158.038093,21.63038702|-158.038093,Ship to Dorrestein lab,,1560.269043,73.27366638,2868.003317,0to3km
WMEA_02048_No_7,02048,2049,Water,MS,SuperTransect,7,STAboveFalls7,600m,20190619,12:25,WaterNonSaline,Riverine,Nonhost,Environmental,Transect,,21.63038702,-158.038093,21.63038702|-158.038093,Ship to Dorrestein lab,,1560.269043,73.27366638,2868.003317,0to3km
WMEA_02050_No_7,02050,2051,Sediment,MS,SuperTransect,7,STAboveFalls7,600m,20190619,12:25,Sediment,Riverine,Nonhost,Environmental,Transect,,21.63038702,-158.038093,21.63038702|-158.038093,Ship to Dorrestein lab,,1560.269043,73.27366638,2868.003317,0to3km
WMEA_02052_No_8,02052,2053,SoilShallow,MS,SuperTransect,8,STAboveFalls8,700m,20190619,12:50,SoilShallow,Terrestrial,Nonhost,Environmental,Transect,,21.62945797,-158.037734,21.62945797|-158.037734,Ship to Dorrestein lab,,1567.248047,76.07751465,2943.904757,0to3km
WMEA_02054_No_8,02054,2055,SoilDeep,MS,SuperTransect,8,STAboveFalls8,700m,20190619,12:50,SoilDeep,Terrestrial,Nonhost,Environmental,Transect,,21.62945797,-158.037734,21.62945797|-158.037734,Ship to Dorrestein lab,,1567.248047,76.07751465,2943.904757,0to3km
WMEA_02056_No_8,02056,2057,Water,MS,SuperTransect,8,STAboveFalls8,700m,20190619,12:50,WaterNonSaline,Riverine,Nonhost,Environmental,Transect,,21.62945797,-158.037734,21.62945797|-158.037734,Ship to Dorrestein lab,,1567.248047,76.07751465,2943.904757,0to3km
WMEA_02058_No_8,02058,2059,Sediment,MS,SuperTransect,8,STAboveFalls8,700m,20190619,12:50,Sediment,Riverine,Nonhost,Environmental,Transect,,21.62945797,-158.037734,21.62945797|-158.037734,Ship to Dorrestein lab,,1567.248047,76.07751465,2943.904757,0to3km
WMEA_02060_No_9,02060,2061,SoilShallow,MS,SuperTransect,9,STAboveFalls9,800m,20190619,13:10,SoilShallow,Terrestrial,Nonhost,Environmental,Transect,,21.62911297,-158.036846,21.62911297|-158.036846,Ship to Dorrestein lab,,1567.248047,80.46780396,3043.381993,0to3km
WMEA_02062_No_9,02062,2063,SoilDeep,MS,SuperTransect,9,STAboveFalls9,800m,20190619,13:10,SoilDeep,Terrestrial,Nonhost,Environmental,Transect,,21.62911297,-158.036846,21.62911297|-158.036846,Ship to Dorrestein lab,,1567.248047,80.46780396,3043.381993,0to3km
WMEA_02064_No_9,02064,2065,Water,MS,SuperTransect,9,STAboveFalls9,800m,20190619,13:10,WaterNonSaline,Riverine,Nonhost,Environmental,Transect,,21.62911297,-158.036846,21.62911297|-158.036846,Ship to Dorrestein lab,,1567.248047,80.46780396,3043.381993,0to3km
WMEA_02066_No_9,02066,2067,Sediment,MS,SuperTransect,9,STAboveFalls9,800m,20190619,13:10,Sediment,Riverine,Nonhost,Environmental,Transect,,21.62911297,-158.036846,21.62911297|-158.036846,Ship to Dorrestein lab,,1567.248047,80.46780396,3043.381993,0to3km
WMEA_02068_No_1,02068,2069,SoilShallow,MS,SuperTransect,1,STDrumRoadMakai1,0m,20190618,11:00,SoilShallow,Terrestrial,Nonhost,Environmental,Transect,,21.62209304,-158.019156,21.62209304|-158.019156,Ship to Dorrestein lab,,1910.119019,159.1590118,5032.380114,5to6km
WMEA_02070_No_1,02070,2071,SoilDeep,MS,SuperTransect,1,STDrumRoadMakai1,0m,20190618,11:00,SoilDeep,Terrestrial,Nonhost,Environmental,Transect,,21.62209304,-158.019156,21.62209304|-158.019156,Ship to Dorrestein lab,,1910.119019,159.1590118,5032.380114,5to6km
WMEA_02072_No_1,02072,2073,Water,MS,SuperTransect,1,STDrumRoadMakai,0m,20190618,11:00,WaterNonSaline,Riverine,Nonhost,Environmental,Transect,,21.62209304,-158.019156,21.62209304|-158.019156,Ship to Dorrestein lab,,1910.119019,159.1590118,5032.380114,5to6km
WMEA_02074_No_1,02074,2075,Sediment,MS,SuperTransect,1,STDrumRoadMakai1,0m,20190618,11:00,Sediment,Riverine,Nonhost,Environmental,Transect,,21.62209304,-158.019156,21.62209304|-158.019156,Ship to Dorrestein lab,,1910.119019,159.1590118,5032.380114,5to6km
WMEA_02076_No_2,02076,2077,SoilShallow,MS,SuperTransect,2,STDrumRoadMakai2,100m,20190618,11:30,SoilShallow,Terrestrial,Nonhost,Environmental,Transect,,21.62174402,-158.01832,21.62174402|-158.01832,Ship to Dorrestein lab,,1910.119019,167.4392395,5127.169741,5to6km
WMEA_02078_No_2,02078,2079,SoilDeep,MS,SuperTransect,2,STDrumRoadMakai2,100m,20190618,11:30,SoilDeep,Terrestrial,Nonhost,Environmental,Transect,,21.62174402,-158.01832,21.62174402|-158.01832,Ship to Dorrestein lab,,1910.119019,167.4392395,5127.169741,5to6km
WMEA_02080_No_2,02080,2081,Water,MS,SuperTransect,2,STDrumRoadMakai2,100m,20190618,11:30,WaterNonSaline,Riverine,Nonhost,Environmental,Transect,,21.62174402,-158.01832,21.62174402|-158.01832,Ship to Dorrestein lab,,1910.119019,167.4392395,5127.169741,5to6km
WMEA_02082_No_2,02082,2083,Sediment,MS,SuperTransect,2,STDrumRoadMakai2,100m,20190618,11:30,Sediment,Riverine,Nonhost,Environmental,Transect,,21.62174402,-158.01832,21.62174402|-158.01832,Ship to Dorrestein lab,,1910.119019,167.4392395,5127.169741,5to6km
WMEA_02084_No_3,02084,2085,SoilShallow,MS,SuperTransect,3,STDrumRoadMakai3,200m,20190618,11:50,SoilShallow,Terrestrial,Nonhost,Environmental,Transect,,21.62228297,-158.01755,21.62228297|-158.01755,Ship to Dorrestein lab,,1965.870972,165.7981567,5176.339904,5to6km
WMEA_02086_No_3,02086,2087,SoilDeep,MS,SuperTransect,3,STDrumRoadMakai3,200m,20190618,11:50,SoilDeep,Terrestrial,Nonhost,Environmental,Transect,,21.62228297,-158.01755,21.62228297|-158.01755,Ship to Dorrestein lab,,1965.870972,165.7981567,5176.339904,5to6km
WMEA_02088_No_3,02088,2089,Water,MS,SuperTransect,3,STDrumRoadMakai3,200m,20190618,11:50,WaterNonSaline,Riverine,Nonhost,Environmental,Transect,,21.62228297,-158.01755,21.62228297|-158.01755,Ship to Dorrestein lab,,1965.870972,165.7981567,5176.339904,5to6km
WMEA_02090_No_3,02090,2091,Sediment,MS,SuperTransect,3,STDrumRoadMakai3,200m,20190618,11:50,Sediment,Riverine,Nonhost,Environmental,Transect,,21.62228297,-158.01755,21.62228297|-158.01755,Ship to Dorrestein lab,,1965.870972,165.7981567,5176.339904,5to6km
WMEA_02092_No_4,02092,2093,SoilShallow,MS,SuperTransect,4,STDrumRoadMakai4,300m,20190618,12:08,SoilShallow,Terrestrial,Nonhost,Environmental,Transect,,21.62155199,-158.017085,21.62155199|-158.017085,Ship to Dorrestein lab,,1965.870972,168.4501343,5252.685722,5to6km
WMEA_02094_No_4,02094,2095,SoilDeep,MS,SuperTransect,4,STDrumRoadMakai4,300m,20190618,12:08,SoilDeep,Terrestrial,Nonhost,Environmental,Transect,,21.62155199,-158.017085,21.62155199|-158.017085,Ship to Dorrestein lab,,1965.870972,168.4501343,5252.685722,5to6km
WMEA_02096_No_4,02096,2097,Water,MS,SuperTransect,4,STDrumRoadMakai4,300m,20190618,12:08,WaterNonSaline,Riverine,Nonhost,Environmental,Transect,,21.62155199,-158.017085,21.62155199|-158.017085,Ship to Dorrestein lab,,1965.870972,168.4501343,5252.685722,5to6km
WMEA_02098_No_4,02098,2099,Sediment,MS,SuperTransect,4,STDrumRoadMakai4,300m,20190618,12:08,Sediment,Riverine,Nonhost,Environmental,Transect,,21.62155199,-158.017085,21.62155199|-158.017085,Ship to Dorrestein lab,,1965.870972,168.4501343,5252.685722,5to6km
WMEA_02100_No_5,02100,2101,SoilShallow,MS,SuperTransect,5,STDrumRoadMakai5,400m,20190618,12:25,SoilShallow,Terrestrial,Nonhost,Environmental,Transect,,21.62068103,-158.017351,21.62068103|-158.017351,Ship to Dorrestein lab,,1965.343994,176.7552032,5267.203902,5to6km
WMEA_02102_No_5,02102,NA,SoilDeep,MS,SuperTransect,5,STDrumRoadMakai5,400m,20190618,12:25,SoilDeep,Terrestrial,Nonhost,Environmental,Transect,,21.62068103,-158.017351,21.62068103|-158.017351,Ship to Dorrestein lab,,1965.343994,176.7552032,5267.203902,5to6km
WMEA_02104_No_5,02104,2105,Water,MS,SuperTransect,5,STDrumRoadMakai5,400m,20190618,12:25,WaterNonSaline,Riverine,Nonhost,Environmental,Transect,,21.62068103,-158.017351,21.62068103|-158.017351,Ship to Dorrestein lab,,1965.343994,176.7552032,5267.203902,5to6km
WMEA_02106_No_5,02106,2107,Sediment,MS,SuperTransect,5,STDrumRoadMakai5,400m,20190618,12:25,Sediment,Riverine,Nonhost,Environmental,Transect,,21.62068103,-158.017351,21.62068103|-158.017351,Ship to Dorrestein lab,,1965.343994,176.7552032,5267.203902,5to6km
WMEA_02108_No_6,02108,2109,SoilShallow,MS,SuperTransect,6,STDrumRoadMakai6,500m,20190618,12:55,SoilShallow,Terrestrial,Nonhost,Environmental,Transect,,21.62005699,-158.016589,21.62005699|-158.016589,Ship to Dorrestein lab,,1965.343994,173.4530334,5367.887037,5to6km
WMEA_02110_No_6,02110,2111,SoilDeep,MS,SuperTransect,6,STDrumRoadMakai6,500m,20190618,12:55,SoilDeep,Terrestrial,Nonhost,Environmental,Transect,,21.62005699,-158.016589,21.62005699|-158.016589,Ship to Dorrestein lab,,1965.343994,173.4530334,5367.887037,5to6km
WMEA_02112_No_6,02112,2113,Water,MS,SuperTransect,6,STDrumRoadMakai6,500m,20190618,12:55,WaterNonSaline,Riverine,Nonhost,Environmental,Transect,,21.62005699,-158.016589,21.62005699|-158.016589,Ship to Dorrestein lab,,1965.343994,173.4530334,5367.887037,5to6km
WMEA_02114_No_6,02114,2115,Sediment,MS,SuperTransect,6,STDrumRoadMakai6,500m,20190618,12:55,Sediment,Riverine,Nonhost,Environmental,Transect,,21.62005699,-158.016589,21.62005699|-158.016589,Ship to Dorrestein lab,,1965.343994,173.4530334,5367.887037,5to6km
WMEA_02116_No_7,02116,2117,SoilShallow,MS,SuperTransect,7,STDrumRoadMakai7,600m,20190618,13:16,SoilShallow,Terrestrial,Nonhost,Environmental,Transect,,21.62050702,-158.015754,21.62050702|-158.015754,Ship to Dorrestein lab,,2026.730957,177.9023895,5425.628214,5to6km
WMEA_02118_No_7,02118,NA,SoilDeep,MS,SuperTransect,7,STDrumRoadMakai7,600m,20190618,13:16,SoilDeep,Terrestrial,Nonhost,Environmental,Transect,,21.62050702,-158.015754,21.62050702|-158.015754,Ship to Dorrestein lab,,2026.730957,177.9023895,5425.628214,5to6km
WMEA_02120_No_7,02120,2121,Water,MS,SuperTransect,7,STDrumRoadMakai7,600m,20190618,13:16,WaterNonSaline,Riverine,Nonhost,Environmental,Transect,,21.62050702,-158.015754,21.62050702|-158.015754,Ship to Dorrestein lab,,2026.730957,177.9023895,5425.628214,5to6km
WMEA_02122_No_7,02122,NA,Sediment,MS,SuperTransect,7,STDrumRoadMakai7,600m,20190618,13:16,Sediment,Riverine,Nonhost,Environmental,Transect,,21.62050702,-158.015754,21.62050702|-158.015754,Ship to Dorrestein lab,,2026.730957,177.9023895,5425.628214,5to6km
WMEA_02124_No_8,02124,2125,SoilShallow,MS,SuperTransect,8,STDrumRoadMakai8,700m,20190618,13:31,SoilShallow,Terrestrial,Nonhost,Environmental,Transect,,21.61986002,-158.015093,21.61986002|-158.015093,Ship to Dorrestein lab,,2026.730957,208.6148987,5517.577872,5to6km
WMEA_02126_No_8,02126,2127,SoilDeep,MS,SuperTransect,8,STDrumRoadMakai8,700m,20190618,13:31,SoilDeep,Terrestrial,Nonhost,Environmental,Transect,,21.61986002,-158.015093,21.61986002|-158.015093,Ship to Dorrestein lab,,2026.730957,208.6148987,5517.577872,5to6km
WMEA_02128_No_8,02128,2129,Water,MS,SuperTransect,8,STDrumRoadMakai8,700m,20190618,13:31,WaterNonSaline,Riverine,Nonhost,Environmental,Transect,,21.61986002,-158.015093,21.61986002|-158.015093,Ship to Dorrestein lab,,2026.730957,208.6148987,5517.577872,5to6km
WMEA_02130_No_8,02130,2131,Sediment,MS,SuperTransect,8,STDrumRoadMakai8,700m,20190618,13:31,Sediment,Riverine,Nonhost,Environmental,Transect,,21.61986002,-158.015093,21.61986002|-158.015093,Ship to Dorrestein lab,,2026.730957,208.6148987,5517.577872,5to6km
WMEA_02140_No_1,02140,2141,SoilShallow,MS,SuperTransect,1,STDrumRoadMauka1,0m,20190618,10:18,SoilShallow,Terrestrial,Nonhost,Environmental,Transect,,21.62018197,-158.014384,21.62018197|-158.014384,Ship to Dorrestein lab,ants collected on hau 50m away,2026.730957,187.7696533,5569.793356,5to6km
WMEA_02142_No_1,02142,2143,SoilDeep,MS,SuperTransect,1,STDrumRoadMauka1,0m,20190618,10:18,SoilDeep,Terrestrial,Nonhost,Environmental,Transect,,21.62018197,-158.014384,21.62018197|-158.014384,Ship to Dorrestein lab,ants collected on hau 50m away,2026.730957,187.7696533,5569.793356,5to6km
WMEA_02144_No_1,02144,2145,Water,MS,SuperTransect,1,STDrumRoadMauka1,0m,20190618,10:18,WaterNonSaline,Riverine,Nonhost,Environmental,Transect,,21.62018197,-158.014384,21.62018197|-158.014384,Ship to Dorrestein lab,ants collected on hau 50m away,2026.730957,187.7696533,5569.793356,5to6km
WMEA_02146_No_1,02146,2147,Sediment,MS,SuperTransect,1,STDrumRoadMauka1,0m,20190618,10:18,Sediment,Riverine,Nonhost,Environmental,Transect,,21.62018197,-158.014384,21.62018197|-158.014384,Ship to Dorrestein lab,ants collected on hau 50m away,2026.730957,187.7696533,5569.793356,5to6km
WMEA_02148_No_2,02148,2149,SoilShallow,MS,SuperTransect,2,STDrumRoadMauka2,100m,20190618,11:31,SoilShallow,Terrestrial,Nonhost,Environmental,Transect,,21.62011399,-158.013361,21.62011399|-158.013361,Ship to Dorrestein lab,,2092.099121,184.8355408,5669.734034,5to6km
WMEA_02150_No_2,02150,2151,SoilDeep,MS,SuperTransect,2,STDrumRoadMauka2,100m,20190618,11:31,SoilDeep,Terrestrial,Nonhost,Environmental,Transect,,21.62011399,-158.013361,21.62011399|-158.013361,Ship to Dorrestein lab,,2092.099121,184.8355408,5669.734034,5to6km
WMEA_02152_No_2,02152,2153,Water,MS,SuperTransect,2,STDrumRoadMauka2,100m,20190618,11:31,WaterNonSaline,Riverine,Nonhost,Environmental,Transect,,21.62011399,-158.013361,21.62011399|-158.013361,Ship to Dorrestein lab,,2092.099121,184.8355408,5669.734034,5to6km
WMEA_02154_No_2,02154,2155,Sediment,MS,SuperTransect,2,STDrumRoadMauka2,100m,20190618,11:31,Sediment,Riverine,Nonhost,Environmental,Transect,,21.62011399,-158.013361,21.62011399|-158.013361,Ship to Dorrestein lab,,2092.099121,184.8355408,5669.734034,5to6km
WMEA_02156_No_3,02156,2157,SoilShallow,MS,SuperTransect,3,STDrumRoadMauka3,200m,20190618,12:12,SoilShallow,Terrestrial,Nonhost,Environmental,Transect,,21.61928301,-158.012875,21.61928301|-158.012875,Ship to Dorrestein lab,river bed,2092.099121,192.0920868,5753.068328,5to6km
WMEA_02158_No_3,02158,2159,SoilDeep,MS,SuperTransect,3,STDrumRoadMauka3,200m,20190618,12:12,SoilDeep,Terrestrial,Nonhost,Environmental,Transect,,21.61928301,-158.012875,21.61928301|-158.012875,Ship to Dorrestein lab,river bed,2092.099121,192.0920868,5753.068328,5to6km
WMEA_02160_No_3,02160,2161,Water,MS,SuperTransect,3,STDrumRoadMauka3,200m,20190618,12:12,WaterNonSaline,Riverine,Nonhost,Environmental,Transect,,21.61928301,-158.012875,21.61928301|-158.012875,Ship to Dorrestein lab,river bed,2092.099121,192.0920868,5753.068328,5to6km
WMEA_02162_No_3,02162,2163,Sediment,MS,SuperTransect,3,STDrumRoadMauka3,200m,20190618,12:12,Sediment,Riverine,Nonhost,Environmental,Transect,,21.61928301,-158.012875,21.61928301|-158.012875,Ship to Dorrestein lab,river bed,2092.099121,192.0920868,5753.068328,5to6km
WMEA_02164_No_4,02164,2165,SoilShallow,MS,SuperTransect,4,STDrumRoadMauka4,300m,20190618,12:43,SoilShallow,Terrestrial,Nonhost,Environmental,Transect,,21.61985901,-158.012184,21.61985901|-158.012184,Ship to Dorrestein lab,"straight, pool",2092.099121,190.8983459,5792.740017,5to6km
WMEA_02166_No_4,02166,2167,SoilDeep,MS,SuperTransect,4,STDrumRoadMauka4,300m,20190618,12:43,SoilDeep,Terrestrial,Nonhost,Environmental,Transect,,21.61985901,-158.012184,21.61985901|-158.012184,Ship to Dorrestein lab,"straight, pool",2092.099121,190.8983459,5792.740017,5to6km
WMEA_02168_No_4,02168,2169,Water,MS,SuperTransect,4,STDrumRoadMauka4,300m,20190618,12:43,WaterNonSaline,Riverine,Nonhost,Environmental,Transect,,21.61985901,-158.012184,21.61985901|-158.012184,Ship to Dorrestein lab,"straight, pool",2092.099121,190.8983459,5792.740017,5to6km
WMEA_02170_No_4,02170,2171,Sediment,MS,SuperTransect,4,STDrumRoadMauka4,300m,20190618,12:43,Sediment,Riverine,Nonhost,Environmental,Transect,,21.61985901,-158.012184,21.61985901|-158.012184,Ship to Dorrestein lab,"straight, pool",2092.099121,190.8983459,5792.740017,5to6km
WMEA_02172_No_5,02172,2173,SoilShallow,MS,SuperTransect,5,STDrumRoadMauka5,400m,20190618,13:17,SoilShallow,Terrestrial,Nonhost,Environmental,Transect,,21.62013796,-158.011175,21.62013796|-158.011175,Ship to Dorrestein lab,plants collected 10m away,2163.144043,192.198349,5876.762145,5to6km
WMEA_02174_No_5,02174,2175,SoilDeep,MS,SuperTransect,5,STDrumRoadMauka5,400m,20190618,13:17,SoilDeep,Terrestrial,Nonhost,Environmental,Transect,,21.62013796,-158.011175,21.62013796|-158.011175,Ship to Dorrestein lab,plants collected 10m away,2163.144043,192.198349,5876.762145,5to6km
WMEA_02176_No_5,02176,2177,Water,MS,SuperTransect,5,STDrumRoadMauka5,400m,20190618,13:17,WaterNonSaline,Riverine,Nonhost,Environmental,Transect,,21.62013796,-158.011175,21.62013796|-158.011175,Ship to Dorrestein lab,plants collected 10m away,2163.144043,192.198349,5876.762145,5to6km
WMEA_02178_No_5,02178,2179,Sediment,MS,SuperTransect,5,STDrumRoadMauka5,400m,20190618,13:17,Sediment,Riverine,Nonhost,Environmental,Transect,,21.62013796,-158.011175,21.62013796|-158.011175,Ship to Dorrestein lab,plants collected 10m away,2163.144043,192.198349,5876.762145,5to6km
WMEA_02180_No_6,02180,2181,SoilShallow,MS,SuperTransect,6,STDrumRoadMauka6,500m,20190618,13:51,SoilShallow,Terrestrial,Nonhost,Environmental,Transect,,21.61923003,-158.011013,21.61923003|-158.011013,Ship to Dorrestein lab,,2163.144043,192.0514221,5931.688595,5to6km
WMEA_02182_No_6,02182,2183,SoilDeep,MS,SuperTransect,6,STDrumRoadMauka6,500m,20190618,13:51,SoilDeep,Terrestrial,Nonhost,Environmental,Transect,,21.61923003,-158.011013,21.61923003|-158.011013,Ship to Dorrestein lab,,2163.144043,192.0514221,5931.688595,5to6km
WMEA_02184_No_6,02184,2185,Water,MS,SuperTransect,6,STDrumRoadMauka6,500m,20190618,13:51,WaterNonSaline,Riverine,Nonhost,Environmental,Transect,,21.61923003,-158.011013,21.61923003|-158.011013,Ship to Dorrestein lab,,2163.144043,192.0514221,5931.688595,5to6km
WMEA_02186_No_6,02186,2187,Sediment,MS,SuperTransect,6,STDrumRoadMauka6,500m,20190618,13:51,Sediment,Riverine,Nonhost,Environmental,Transect,,21.61923003,-158.011013,21.61923003|-158.011013,Ship to Dorrestein lab,,2163.144043,192.0514221,5931.688595,5to6km
WMEA_02188_No_7,02188,2189,SoilShallow,MS,SuperTransect,7,STDrumRoadMauka7,600m,20190618,14:13,SoilShallow,Terrestrial,Nonhost,Environmental,Transect,,21.61912903,-158.010097,21.61912903|-158.010097,Ship to Dorrestein lab,,2163.144043,196.3516693,6023.158215,5to6km
WMEA_02190_No_7,02190,2191,SoilDeep,MS,SuperTransect,7,STDrumRoadMauka7,600m,20190618,14:13,SoilDeep,Terrestrial,Nonhost,Environmental,Transect,,21.61912903,-158.010097,21.61912903|-158.010097,Ship to Dorrestein lab,,2163.144043,196.3516693,6023.158215,5to6km
